Order ID,Shipment ID,Delivery Status,Delivery Partner
US-2014-118486,SHIP01405,In Transit,Ecom Express
US-2014-118486,SHIP01406,Delivered,India Post
US-2014-118486,SHIP01407,Delivered,India Post
CA-2016-130407,SHIP01408,Delivered,Delhivery
CA-2016-130407,SHIP01409,Delivered,Blue Dart
US-2016-122245,SHIP01410,Delivered,XpressBees
CA-2017-105144,SHIP01411,Delivered,XpressBees
CA-2016-136329,SHIP01412,Delivered,DTDC
CA-2016-136329,SHIP01413,Delivered,Delhivery
CA-2014-146640,SHIP01414,Delivered,XpressBees
CA-2017-115994,SHIP01415,Cancelled,DTDC
CA-2017-115994,SHIP01416,Delivered,Ecom Express
CA-2015-126697,SHIP01417,Delivered,DTDC
CA-2015-126697,SHIP01418,Delivered,Ecom Express
CA-2015-126697,SHIP01419,Delivered,India Post
CA-2015-124800,SHIP01420,Cancelled,Ecom Express
CA-2015-124800,SHIP01421,Delivered,India Post
CA-2015-124800,SHIP01422,Delivered,Delhivery
CA-2015-124800,SHIP01423,Delivered,Blue Dart
CA-2015-124800,SHIP01424,Returned,Ecom Express
CA-2015-124800,SHIP01425,Delivered,Ecom Express
CA-2015-124800,SHIP01426,Delivered,India Post
US-2015-164448,SHIP01427,Delivered,Ecom Express
US-2015-164448,SHIP01428,Delivered,Blue Dart
US-2015-164448,SHIP01429,Delivered,DTDC
US-2015-164448,SHIP01430,Returned,XpressBees
CA-2017-122700,SHIP01431,Returned,Blue Dart
CA-2014-120768,SHIP01432,Delivered,Blue Dart
CA-2014-120768,SHIP01433,Delivered,DTDC
CA-2014-120768,SHIP01434,Delivered,Delhivery
US-2016-153129,SHIP01435,Delivered,XpressBees
CA-2017-106852,SHIP01436,Cancelled,Blue Dart
CA-2017-106852,SHIP01437,Delivered,Delhivery
CA-2015-139731,SHIP01438,Delivered,Delhivery
CA-2015-139731,SHIP01439,Delivered,Delhivery
CA-2017-122735,SHIP01440,Delivered,DTDC
CA-2017-122735,SHIP01441,Delivered,India Post
CA-2017-128160,SHIP01442,Cancelled,India Post
CA-2017-117695,SHIP01443,Delivered,Ecom Express
CA-2015-166135,SHIP01444,Delivered,Delhivery
CA-2016-133725,SHIP01445,Delivered,Delhivery
CA-2017-102337,SHIP01446,Delivered,India Post
CA-2017-102337,SHIP01447,Cancelled,DTDC
CA-2017-102337,SHIP01448,In Transit,XpressBees
US-2014-112564,SHIP01449,Delivered,Delhivery
CA-2015-145821,SHIP01450,Delivered,Delhivery
US-2015-160150,SHIP01451,Delivered,Blue Dart
CA-2016-133711,SHIP01452,Cancelled,Delhivery
CA-2016-133711,SHIP01453,Delivered,Delhivery
CA-2016-133711,SHIP01454,Delivered,India Post
CA-2016-133711,SHIP01455,Delivered,Ecom Express
CA-2017-148474,SHIP01456,Cancelled,India Post
CA-2017-148474,SHIP01457,Delivered,Ecom Express
CA-2015-111297,SHIP01458,Delivered,India Post
CA-2016-123722,SHIP01459,Returned,DTDC
CA-2014-155271,SHIP01460,Delivered,Ecom Express
CA-2015-119907,SHIP01461,In Transit,XpressBees
US-2016-128902,SHIP01462,Delivered,Blue Dart
CA-2016-152289,SHIP01463,Delivered,Ecom Express
CA-2016-152289,SHIP01464,Delivered,Ecom Express
US-2016-104794,SHIP01465,Cancelled,XpressBees
CA-2014-151708,SHIP01466,Returned,Blue Dart
CA-2014-151708,SHIP01467,Delivered,DTDC
CA-2015-100769,SHIP01468,In Transit,DTDC
CA-2017-139199,SHIP01469,Cancelled,DTDC
CA-2017-139199,SHIP01470,Delivered,Blue Dart
CA-2017-139199,SHIP01471,Delivered,India Post
US-2015-161466,SHIP01472,In Transit,XpressBees
CA-2017-164959,SHIP01473,Delivered,XpressBees
US-2015-105676,SHIP01474,Delivered,Ecom Express
CA-2016-113138,SHIP01475,Delivered,Delhivery
CA-2016-113138,SHIP01476,Delivered,Delhivery
US-2017-104955,SHIP01477,Delivered,XpressBees
CA-2016-121958,SHIP01478,Delivered,India Post
CA-2017-121468,SHIP01479,Delivered,Blue Dart
US-2016-108455,SHIP01480,In Transit,XpressBees
US-2016-108455,SHIP01481,Delivered,DTDC
US-2016-108455,SHIP01482,Delivered,Blue Dart
CA-2017-101210,SHIP01483,Delivered,XpressBees
CA-2017-101210,SHIP01484,Delivered,Delhivery
US-2016-108098,SHIP01485,Cancelled,DTDC
CA-2014-119032,SHIP01486,Cancelled,XpressBees
CA-2015-140410,SHIP01487,Cancelled,DTDC
CA-2015-140410,SHIP01488,Delivered,XpressBees
CA-2015-140410,SHIP01489,Delivered,Ecom Express
CA-2014-136280,SHIP01490,Delivered,Ecom Express
CA-2017-151911,SHIP01491,Delivered,Blue Dart
CA-2017-166436,SHIP01492,Delivered,Blue Dart
CA-2017-166436,SHIP01493,Delivered,XpressBees
CA-2017-139661,SHIP01494,Cancelled,Blue Dart
CA-2014-123925,SHIP01495,Cancelled,Ecom Express
CA-2017-152485,SHIP01496,Delivered,India Post
CA-2017-152485,SHIP01497,Delivered,XpressBees
CA-2017-152485,SHIP01498,Delivered,Ecom Express
CA-2016-141586,SHIP01499,Delivered,Ecom Express
CA-2017-130386,SHIP01500,Returned,XpressBees
CA-2017-130386,SHIP01501,Delivered,XpressBees
CA-2017-130386,SHIP01502,Delivered,DTDC
CA-2016-100468,SHIP01503,Delivered,XpressBees
CA-2016-100468,SHIP01504,Delivered,Blue Dart
CA-2015-153388,SHIP01505,Returned,India Post
CA-2015-153388,SHIP01506,Delivered,Delhivery
CA-2017-154935,SHIP01507,Delivered,XpressBees
CA-2016-134208,SHIP01508,In Transit,DTDC
CA-2017-108294,SHIP01509,Delivered,Ecom Express
CA-2017-103611,SHIP01510,Delivered,DTDC
CA-2017-100384,SHIP01511,Delivered,Delhivery
CA-2017-100384,SHIP01512,Delivered,Blue Dart
CA-2017-112809,SHIP01513,Delivered,DTDC
CA-2017-112809,SHIP01514,Delivered,Blue Dart
CA-2017-112809,SHIP01515,In Transit,Ecom Express
US-2017-160759,SHIP01516,Cancelled,Ecom Express
CA-2017-148446,SHIP01517,In Transit,Delhivery
CA-2014-111059,SHIP01518,Delivered,India Post
CA-2014-111059,SHIP01519,Returned,XpressBees
CA-2017-116204,SHIP01520,Delivered,India Post
CA-2017-109946,SHIP01521,Delivered,Ecom Express
CA-2015-144806,SHIP01522,Delivered,India Post
CA-2015-144806,SHIP01523,Delivered,India Post
CA-2015-144806,SHIP01524,Returned,Ecom Express
CA-2015-144806,SHIP01525,Returned,XpressBees
CA-2015-144806,SHIP01526,Delivered,Delhivery
CA-2016-122392,SHIP01527,Delivered,India Post
CA-2016-122392,SHIP01528,Delivered,India Post
CA-2015-148432,SHIP01529,Delivered,Blue Dart
CA-2015-148432,SHIP01530,Delivered,DTDC
CA-2015-103793,SHIP01531,Delivered,India Post
CA-2017-159884,SHIP01532,Delivered,XpressBees
CA-2017-159884,SHIP01533,In Transit,India Post
CA-2016-139885,SHIP01534,Delivered,Delhivery
CA-2017-124086,SHIP01535,Delivered,India Post
CA-2016-112389,SHIP01536,Delivered,Ecom Express
CA-2016-112389,SHIP01537,Cancelled,DTDC
CA-2017-121888,SHIP01538,Delivered,Ecom Express
CA-2017-121888,SHIP01539,Delivered,Blue Dart
CA-2017-121888,SHIP01540,In Transit,Blue Dart
CA-2017-121888,SHIP01541,Delivered,India Post
CA-2014-166884,SHIP01542,In Transit,XpressBees
CA-2014-166884,SHIP01543,Cancelled,Ecom Express
CA-2014-107181,SHIP01544,Delivered,Ecom Express
CA-2014-107181,SHIP01545,Returned,XpressBees
CA-2014-150245,SHIP01546,Cancelled,XpressBees
CA-2015-111395,SHIP01547,Delivered,Blue Dart
CA-2015-111395,SHIP01548,In Transit,XpressBees
CA-2015-111395,SHIP01549,Delivered,Blue Dart
CA-2014-134278,SHIP01550,Delivered,XpressBees
US-2017-124926,SHIP01551,Delivered,Ecom Express
CA-2016-159345,SHIP01552,Returned,DTDC
CA-2014-130274,SHIP01553,Delivered,Blue Dart
CA-2017-158386,SHIP01554,Delivered,Ecom Express
CA-2015-111507,SHIP01555,Delivered,XpressBees
CA-2017-120761,SHIP01556,In Transit,Delhivery
CA-2016-109176,SHIP01557,Delivered,DTDC
CA-2016-109176,SHIP01558,Delivered,Ecom Express
CA-2015-112116,SHIP01559,Delivered,XpressBees
CA-2016-126809,SHIP01560,Delivered,India Post
CA-2014-105172,SHIP01561,Delivered,Delhivery
CA-2017-107293,SHIP01562,Cancelled,DTDC
US-2017-102890,SHIP01563,Cancelled,Blue Dart
CA-2015-158554,SHIP01564,Delivered,DTDC
CA-2014-116239,SHIP01565,Delivered,Delhivery
CA-2015-132101,SHIP01566,Cancelled,Delhivery
CA-2015-129112,SHIP01567,Returned,India Post
CA-2015-129112,SHIP01568,Delivered,Ecom Express
US-2017-152002,SHIP01569,Delivered,Ecom Express
CA-2017-165029,SHIP01570,Delivered,Blue Dart
US-2014-157385,SHIP01571,Delivered,Delhivery
US-2014-157385,SHIP01572,Delivered,Blue Dart
US-2014-157385,SHIP01573,Cancelled,XpressBees
US-2014-157385,SHIP01574,Returned,India Post
CA-2014-101602,SHIP01575,Delivered,DTDC
CA-2014-101602,SHIP01576,Delivered,Blue Dart
CA-2016-109057,SHIP01577,Delivered,Ecom Express
CA-2016-154403,SHIP01578,Delivered,Blue Dart
CA-2016-102456,SHIP01579,Cancelled,DTDC
CA-2015-131338,SHIP01580,Delivered,DTDC
CA-2015-131338,SHIP01581,Returned,XpressBees
CA-2015-131338,SHIP01582,Delivered,DTDC
CA-2015-131338,SHIP01583,Returned,Ecom Express
CA-2015-131338,SHIP01584,Delivered,DTDC
CA-2015-131338,SHIP01585,Returned,Delhivery
CA-2015-131338,SHIP01586,Delivered,Delhivery
CA-2015-131338,SHIP01587,In Transit,Delhivery
CA-2015-131338,SHIP01588,Delivered,Blue Dart
CA-2015-131338,SHIP01589,Delivered,Ecom Express
CA-2016-109911,SHIP01590,Delivered,India Post
US-2016-132423,SHIP01591,Cancelled,Ecom Express
US-2016-132423,SHIP01592,Delivered,India Post
CA-2015-122826,SHIP01593,Delivered,DTDC
CA-2014-117317,SHIP01594,In Transit,Blue Dart
CA-2015-118423,SHIP01595,Cancelled,Blue Dart
CA-2017-149181,SHIP01596,Delivered,DTDC
CA-2017-132234,SHIP01597,Delivered,DTDC
CA-2017-158876,SHIP01598,Delivered,Delhivery
CA-2017-158876,SHIP01599,Delivered,Ecom Express
CA-2017-158876,SHIP01600,Delivered,XpressBees
CA-2017-158876,SHIP01601,Delivered,India Post
CA-2016-164672,SHIP01602,Delivered,XpressBees
US-2016-132857,SHIP01603,Delivered,DTDC
CA-2017-116645,SHIP01604,In Transit,Ecom Express
US-2016-115819,SHIP01605,Delivered,Blue Dart
US-2016-115819,SHIP01606,Cancelled,Blue Dart
US-2016-115819,SHIP01607,Delivered,India Post
US-2016-115819,SHIP01608,In Transit,Blue Dart
US-2016-115819,SHIP01609,Delivered,Blue Dart
US-2016-115819,SHIP01610,Delivered,Ecom Express
CA-2014-156349,SHIP01611,Cancelled,Delhivery
CA-2014-156349,SHIP01612,Returned,XpressBees
CA-2014-156349,SHIP01613,Delivered,India Post
CA-2017-138380,SHIP01614,Returned,Delhivery
US-2016-113509,SHIP01615,Delivered,XpressBees
CA-2015-130022,SHIP01616,Cancelled,Blue Dart
CA-2015-130022,SHIP01617,Returned,Ecom Express
CA-2015-130022,SHIP01618,Delivered,Blue Dart
US-2016-118780,SHIP01619,Delivered,Delhivery
US-2016-118780,SHIP01620,Cancelled,XpressBees
CA-2017-108560,SHIP01621,Delivered,XpressBees
CA-2017-108560,SHIP01622,Delivered,DTDC
CA-2017-108560,SHIP01623,Delivered,XpressBees
CA-2017-108560,SHIP01624,Delivered,DTDC
CA-2015-157084,SHIP01625,Delivered,Blue Dart
CA-2015-157084,SHIP01626,Delivered,Blue Dart
CA-2015-164539,SHIP01627,In Transit,Delhivery
CA-2015-143119,SHIP01628,Returned,Blue Dart
CA-2017-101049,SHIP01629,Delivered,Delhivery
CA-2017-101049,SHIP01630,Delivered,India Post
CA-2016-106530,SHIP01631,Delivered,XpressBees
CA-2016-106530,SHIP01632,Delivered,Delhivery
CA-2016-106530,SHIP01633,Delivered,India Post
CA-2016-106530,SHIP01634,Delivered,DTDC
CA-2016-106530,SHIP01635,Delivered,India Post
CA-2014-168984,SHIP01636,In Transit,India Post
CA-2014-168984,SHIP01637,Delivered,XpressBees
CA-2014-168984,SHIP01638,Cancelled,XpressBees
CA-2016-157266,SHIP01639,Returned,Blue Dart
CA-2016-157266,SHIP01640,Delivered,Ecom Express
CA-2016-157266,SHIP01641,Cancelled,India Post
CA-2016-157266,SHIP01642,Delivered,Ecom Express
US-2014-134712,SHIP01643,In Transit,Blue Dart
CA-2015-111829,SHIP01644,Cancelled,Blue Dart
CA-2015-111829,SHIP01645,Delivered,Delhivery
CA-2015-111829,SHIP01646,Returned,DTDC
CA-2015-105221,SHIP01647,Cancelled,DTDC
CA-2015-105221,SHIP01648,In Transit,Blue Dart
CA-2015-120341,SHIP01649,Delivered,Blue Dart
CA-2015-120341,SHIP01650,Delivered,Delhivery
CA-2014-135699,SHIP01651,Delivered,India Post
CA-2014-135699,SHIP01652,Returned,Delhivery
US-2017-132444,SHIP01653,Delivered,Ecom Express
US-2017-132444,SHIP01654,Cancelled,Delhivery
US-2017-132444,SHIP01655,Delivered,Blue Dart
US-2017-132444,SHIP01656,Delivered,DTDC
US-2017-132444,SHIP01657,Delivered,India Post
CA-2014-127159,SHIP01658,Delivered,Delhivery
CA-2017-161809,SHIP01659,Delivered,India Post
CA-2017-127285,SHIP01660,Returned,India Post
CA-2017-127285,SHIP01661,Returned,Delhivery
CA-2017-144526,SHIP01662,Delivered,India Post
CA-2017-144526,SHIP01663,In Transit,DTDC
CA-2016-128531,SHIP01664,In Transit,Ecom Express
CA-2016-128531,SHIP01665,Delivered,India Post
CA-2016-128531,SHIP01666,In Transit,XpressBees
CA-2016-128531,SHIP01667,Delivered,India Post
CA-2016-128531,SHIP01668,Returned,DTDC
CA-2016-128531,SHIP01669,Cancelled,DTDC
US-2015-157154,SHIP01670,Delivered,Blue Dart
CA-2017-159457,SHIP01671,Delivered,India Post
CA-2016-107615,SHIP01672,Delivered,India Post
CA-2017-111647,SHIP01673,Delivered,Blue Dart
CA-2015-150560,SHIP01674,Returned,Delhivery
CA-2015-143077,SHIP01675,Returned,XpressBees
CA-2015-143077,SHIP01676,In Transit,Blue Dart
CA-2016-122728,SHIP01677,Delivered,Delhivery
CA-2016-122728,SHIP01678,Delivered,Ecom Express
CA-2014-122882,SHIP01679,Returned,DTDC
CA-2014-122882,SHIP01680,Returned,Ecom Express
CA-2014-122882,SHIP01681,Delivered,DTDC
CA-2014-122882,SHIP01682,Cancelled,Delhivery
US-2016-101497,SHIP01683,Delivered,DTDC
CA-2016-147585,SHIP01684,In Transit,XpressBees
CA-2017-149489,SHIP01685,Cancelled,Blue Dart
CA-2017-149489,SHIP01686,Delivered,Blue Dart
CA-2017-149489,SHIP01687,Delivered,Ecom Express
CA-2017-143798,SHIP01688,Delivered,Delhivery
CA-2017-143798,SHIP01689,Delivered,DTDC
CA-2014-142839,SHIP01690,Delivered,Ecom Express
CA-2017-129833,SHIP01691,Delivered,Ecom Express
CA-2017-129833,SHIP01692,Delivered,Ecom Express
US-2016-154361,SHIP01693,Delivered,Blue Dart
US-2016-158708,SHIP01694,Cancelled,XpressBees
CA-2015-156335,SHIP01695,Delivered,XpressBees
CA-2015-156335,SHIP01696,Delivered,Ecom Express
CA-2015-156335,SHIP01697,Delivered,Delhivery
CA-2015-148376,SHIP01698,In Transit,XpressBees
CA-2015-148376,SHIP01699,In Transit,Ecom Express
CA-2014-135657,SHIP01700,Delivered,DTDC
CA-2015-114069,SHIP01701,In Transit,DTDC
CA-2015-114069,SHIP01702,Delivered,Ecom Express
CA-2015-114069,SHIP01703,Delivered,India Post
CA-2014-139857,SHIP01704,Delivered,Blue Dart
CA-2016-106306,SHIP01705,Delivered,XpressBees
CA-2015-100545,SHIP01706,Delivered,XpressBees
CA-2017-123491,SHIP01707,Returned,Delhivery
CA-2017-123491,SHIP01708,Cancelled,Ecom Express
CA-2017-123491,SHIP01709,In Transit,XpressBees
CA-2017-123491,SHIP01710,Cancelled,DTDC
CA-2017-123491,SHIP01711,Delivered,India Post
CA-2017-123491,SHIP01712,Delivered,India Post
CA-2015-145401,SHIP01713,Delivered,Blue Dart
US-2017-124968,SHIP01714,Delivered,Delhivery
CA-2017-104003,SHIP01715,Delivered,Ecom Express
CA-2016-154788,SHIP01716,In Transit,DTDC
CA-2016-169943,SHIP01717,Delivered,Ecom Express
CA-2016-169943,SHIP01718,In Transit,DTDC
CA-2016-169943,SHIP01719,Delivered,India Post
CA-2016-169943,SHIP01720,Delivered,Delhivery
CA-2016-169943,SHIP01721,Delivered,XpressBees
US-2015-123218,SHIP01722,Delivered,Delhivery
US-2015-123218,SHIP01723,In Transit,Blue Dart
US-2015-123218,SHIP01724,Delivered,XpressBees
CA-2015-127453,SHIP01725,Returned,Delhivery
CA-2015-127453,SHIP01726,Delivered,Delhivery
CA-2015-127453,SHIP01727,Delivered,Ecom Express
US-2017-164056,SHIP01728,Delivered,XpressBees
CA-2016-106894,SHIP01729,In Transit,DTDC
CA-2016-106894,SHIP01730,Delivered,Blue Dart
CA-2014-125136,SHIP01731,Delivered,XpressBees
CA-2014-125136,SHIP01732,Delivered,Blue Dart
US-2016-131149,SHIP01733,Delivered,India Post
US-2016-131149,SHIP01734,Delivered,Ecom Express
CA-2017-101483,SHIP01735,Delivered,Blue Dart
CA-2017-101483,SHIP01736,Returned,Ecom Express
CA-2017-101483,SHIP01737,Delivered,Ecom Express
CA-2015-130204,SHIP01738,Delivered,XpressBees
CA-2015-130204,SHIP01739,Delivered,Blue Dart
CA-2015-130204,SHIP01740,Delivered,India Post
CA-2014-110527,SHIP01741,Delivered,Delhivery
CA-2017-152807,SHIP01742,Delivered,Delhivery
CA-2017-152807,SHIP01743,In Transit,Blue Dart
CA-2017-152807,SHIP01744,Delivered,DTDC
CA-2017-152807,SHIP01745,Cancelled,Blue Dart
CA-2014-133270,SHIP01746,Delivered,Ecom Express
CA-2016-155670,SHIP01747,Returned,Delhivery
CA-2016-155670,SHIP01748,Delivered,XpressBees
US-2014-157406,SHIP01749,Delivered,DTDC
US-2014-157406,SHIP01750,Delivered,India Post
CA-2015-139094,SHIP01751,Delivered,DTDC
CA-2017-168837,SHIP01752,In Transit,India Post
CA-2017-116715,SHIP01753,Delivered,Blue Dart
CA-2017-116715,SHIP01754,Delivered,XpressBees
CA-2017-116715,SHIP01755,Cancelled,Blue Dart
CA-2015-135622,SHIP01756,Cancelled,Delhivery
CA-2015-135622,SHIP01757,Delivered,Delhivery
US-2015-107349,SHIP01758,Delivered,Blue Dart
CA-2014-139017,SHIP01759,Delivered,Delhivery
CA-2014-141817,SHIP01760,In Transit,XpressBees
CA-2015-130785,SHIP01761,Delivered,Blue Dart
CA-2015-130785,SHIP01762,Delivered,Ecom Express
CA-2015-130785,SHIP01763,Delivered,Ecom Express
CA-2016-110254,SHIP01764,Returned,Delhivery
CA-2016-110254,SHIP01765,Delivered,Delhivery
CA-2016-110254,SHIP01766,Cancelled,India Post
CA-2016-110254,SHIP01767,Delivered,Delhivery
US-2014-158057,SHIP01768,Delivered,DTDC
US-2014-158057,SHIP01769,Delivered,Blue Dart
CA-2017-146024,SHIP01770,Delivered,Blue Dart
CA-2017-146024,SHIP01771,In Transit,DTDC
CA-2016-129686,SHIP01772,Delivered,XpressBees
CA-2016-129686,SHIP01773,Cancelled,XpressBees
CA-2014-118976,SHIP01774,Delivered,India Post
CA-2014-118976,SHIP01775,Delivered,XpressBees
CA-2014-118976,SHIP01776,Cancelled,Ecom Express
CA-2014-118976,SHIP01777,Delivered,XpressBees
CA-2015-105347,SHIP01778,In Transit,India Post
CA-2015-105347,SHIP01779,Delivered,DTDC
CA-2016-124667,SHIP01780,Cancelled,DTDC
CA-2016-124667,SHIP01781,Delivered,DTDC
CA-2015-111094,SHIP01782,Cancelled,India Post
CA-2015-111094,SHIP01783,Delivered,XpressBees
CA-2017-166317,SHIP01784,Delivered,XpressBees
CA-2017-166317,SHIP01785,Delivered,India Post
CA-2017-166317,SHIP01786,Delivered,Delhivery
CA-2017-166317,SHIP01787,Delivered,Delhivery
CA-2015-154326,SHIP01788,Delivered,India Post
CA-2015-154326,SHIP01789,Returned,Ecom Express
CA-2015-154326,SHIP01790,Delivered,Delhivery
CA-2014-102008,SHIP01791,Delivered,DTDC
CA-2014-120474,SHIP01792,Delivered,Ecom Express
CA-2014-120474,SHIP01793,In Transit,India Post
CA-2014-104773,SHIP01794,Delivered,Ecom Express
CA-2016-140774,SHIP01795,In Transit,Delhivery
US-2017-139465,SHIP01796,Cancelled,XpressBees
US-2017-139465,SHIP01797,In Transit,DTDC
US-2017-139465,SHIP01798,In Transit,DTDC
CA-2016-100965,SHIP01799,Delivered,India Post
CA-2016-121034,SHIP01800,Delivered,DTDC
CA-2016-121034,SHIP01801,Delivered,XpressBees
CA-2016-149461,SHIP01802,Delivered,DTDC
CA-2017-158379,SHIP01803,Delivered,Ecom Express
CA-2017-158379,SHIP01804,Delivered,DTDC
CA-2017-158379,SHIP01805,Returned,Ecom Express
US-2016-116729,SHIP01806,Delivered,XpressBees
US-2016-116729,SHIP01807,Returned,XpressBees
US-2016-116729,SHIP01808,Delivered,XpressBees
CA-2016-164938,SHIP01809,Delivered,XpressBees
CA-2016-165484,SHIP01810,Delivered,India Post
CA-2016-165484,SHIP01811,Delivered,XpressBees
CA-2014-132612,SHIP01812,Delivered,XpressBees
US-2017-161193,SHIP01813,Delivered,India Post
US-2017-161193,SHIP01814,Delivered,India Post
CA-2015-131597,SHIP01815,Delivered,India Post
CA-2015-164833,SHIP01816,Delivered,Ecom Express
CA-2015-164833,SHIP01817,In Transit,DTDC
CA-2015-125423,SHIP01818,In Transit,Blue Dart
US-2014-130379,SHIP01819,Returned,Ecom Express
US-2014-130379,SHIP01820,Delivered,DTDC
CA-2016-168956,SHIP01821,Delivered,Delhivery
CA-2016-168956,SHIP01822,Delivered,DTDC
CA-2016-168956,SHIP01823,Delivered,Delhivery
CA-2016-168956,SHIP01824,In Transit,DTDC
CA-2016-167507,SHIP01825,Delivered,XpressBees
CA-2016-167507,SHIP01826,Delivered,XpressBees
CA-2016-167507,SHIP01827,Returned,DTDC
CA-2016-109344,SHIP01828,In Transit,Blue Dart
US-2015-140851,SHIP01829,In Transit,Blue Dart
CA-2014-103373,SHIP01830,Delivered,XpressBees
CA-2017-145884,SHIP01831,Delivered,Ecom Express
CA-2017-145884,SHIP01832,Delivered,Delhivery
CA-2015-131422,SHIP01833,Returned,Ecom Express
CA-2017-162691,SHIP01834,Delivered,XpressBees
CA-2017-162691,SHIP01835,Delivered,Delhivery
CA-2014-141278,SHIP01836,Delivered,Blue Dart
CA-2017-122693,SHIP01837,In Transit,DTDC
CA-2014-117345,SHIP01838,Delivered,Delhivery
CA-2014-117345,SHIP01839,Delivered,India Post
CA-2014-117345,SHIP01840,Delivered,Delhivery
CA-2014-117345,SHIP01841,Delivered,Ecom Express
CA-2016-157763,SHIP01842,Delivered,India Post
CA-2015-135391,SHIP01843,Delivered,DTDC
CA-2015-135391,SHIP01844,Delivered,Blue Dart
US-2017-113852,SHIP01845,Delivered,Delhivery
US-2017-158512,SHIP01846,Delivered,Delhivery
US-2017-158512,SHIP01847,Returned,XpressBees
CA-2017-128370,SHIP01848,In Transit,DTDC
CA-2017-128370,SHIP01849,Delivered,Blue Dart
CA-2015-160472,SHIP01850,Delivered,India Post
CA-2015-160472,SHIP01851,Delivered,India Post
CA-2015-160472,SHIP01852,Returned,Blue Dart
CA-2015-160472,SHIP01853,Delivered,DTDC
CA-2015-160472,SHIP01854,Cancelled,Delhivery
CA-2015-160472,SHIP01855,Delivered,Delhivery
CA-2014-114643,SHIP01856,Delivered,Delhivery
US-2017-158218,SHIP01857,Delivered,Delhivery
US-2017-158218,SHIP01858,In Transit,XpressBees
CA-2015-121608,SHIP01859,Returned,DTDC
CA-2015-121608,SHIP01860,Delivered,Delhivery
US-2017-121251,SHIP01861,Delivered,Ecom Express
US-2017-121251,SHIP01862,In Transit,India Post
CA-2014-151078,SHIP01863,Returned,DTDC
US-2016-100839,SHIP01864,Delivered,Blue Dart
US-2016-100839,SHIP01865,Delivered,Delhivery
US-2017-116659,SHIP01866,Delivered,DTDC
CA-2017-118857,SHIP01867,Delivered,DTDC
CA-2015-127110,SHIP01868,In Transit,DTDC
CA-2015-127110,SHIP01869,Cancelled,DTDC
CA-2016-148201,SHIP01870,Cancelled,Blue Dart
CA-2014-116932,SHIP01871,Cancelled,Delhivery
CA-2014-116932,SHIP01872,Delivered,Delhivery
CA-2014-116932,SHIP01873,Returned,Ecom Express
CA-2017-142888,SHIP01874,Delivered,Blue Dart
CA-2014-147914,SHIP01875,Cancelled,Delhivery
US-2016-112977,SHIP01876,Delivered,Delhivery
CA-2017-112039,SHIP01877,Cancelled,India Post
CA-2017-118885,SHIP01878,Returned,DTDC
CA-2017-118885,SHIP01879,Delivered,Ecom Express
US-2017-166611,SHIP01880,In Transit,India Post
CA-2015-109512,SHIP01881,Delivered,XpressBees
CA-2015-109512,SHIP01882,Delivered,XpressBees
CA-2015-109512,SHIP01883,Returned,Delhivery
CA-2016-118570,SHIP01884,Delivered,XpressBees
CA-2017-154718,SHIP01885,Delivered,DTDC
CA-2016-147578,SHIP01886,Cancelled,Blue Dart
CA-2014-140165,SHIP01887,Delivered,Ecom Express
CA-2014-140165,SHIP01888,Delivered,Ecom Express
CA-2014-142587,SHIP01889,Delivered,XpressBees
CA-2014-142587,SHIP01890,Delivered,DTDC
CA-2014-157623,SHIP01891,Delivered,DTDC
CA-2014-157623,SHIP01892,Delivered,XpressBees
CA-2017-145310,SHIP01893,In Transit,Delhivery
CA-2016-100083,SHIP01894,Delivered,XpressBees
US-2017-108063,SHIP01895,Delivered,Delhivery
CA-2015-109197,SHIP01896,Delivered,Blue Dart
CA-2017-141789,SHIP01897,Delivered,Delhivery
CA-2014-169775,SHIP01898,Delivered,XpressBees
CA-2014-169775,SHIP01899,Delivered,Blue Dart
CA-2014-169775,SHIP01900,Delivered,XpressBees
CA-2016-140543,SHIP01901,Returned,Blue Dart
CA-2016-151141,SHIP01902,In Transit,Delhivery
CA-2017-167094,SHIP01903,Delivered,Ecom Express
CA-2017-167094,SHIP01904,Delivered,Ecom Express
CA-2017-167094,SHIP01905,Delivered,Ecom Express
CA-2017-154410,SHIP01906,Delivered,Ecom Express
US-2016-150567,SHIP01907,Delivered,DTDC
US-2016-150567,SHIP01908,Returned,Ecom Express
CA-2015-157959,SHIP01909,Delivered,Ecom Express
CA-2017-105886,SHIP01910,Delivered,Blue Dart
CA-2016-105963,SHIP01911,Delivered,Ecom Express
CA-2017-121503,SHIP01912,Delivered,India Post
CA-2017-121503,SHIP01913,Delivered,Delhivery
CA-2014-103366,SHIP01914,Delivered,Ecom Express
CA-2017-124597,SHIP01915,Delivered,Delhivery
CA-2017-124597,SHIP01916,Delivered,Ecom Express
CA-2017-124597,SHIP01917,Returned,DTDC
CA-2015-105634,SHIP01918,Delivered,DTDC
CA-2015-123673,SHIP01919,In Transit,India Post
US-2017-111423,SHIP01920,In Transit,Delhivery
US-2017-111423,SHIP01921,Cancelled,Delhivery
CA-2015-125178,SHIP01922,Delivered,DTDC
CA-2016-156685,SHIP01923,Delivered,DTDC
CA-2016-156685,SHIP01924,Delivered,XpressBees
CA-2017-126865,SHIP01925,Delivered,India Post
CA-2017-102834,SHIP01926,Delivered,India Post
US-2016-139710,SHIP01927,Delivered,Ecom Express
