Order ID,Order Date,Ship Date,Ship Mode,Customer ID
CA-2016-132143,09-03-16,09-05-16,First Class,FM-14215
CA-2015-153108,03-05-15,03-09-15,Standard Class,SF-20200
CA-2016-112676,05-05-16,05-08-16,First Class,PJ-18835
CA-2017-165687,11/17/2017,11/23/2017,Standard Class,CS-12355
US-2017-112928,06-01-17,06-05-17,Second Class,BB-10990
CA-2017-143343,06-10-17,6/13/2017,First Class,BW-11200
CA-2017-115154,01-08-17,01-11-17,First Class,RS-19420
CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160
CA-2015-130995,11-01-15,11-06-15,Standard Class,QJ-19255
CA-2017-127929,12/23/2017,12/27/2017,Standard Class,FM-14215
CA-2015-113145,11-01-15,11-05-15,Standard Class,VD-21670
CA-2014-162362,11/14/2014,11/18/2014,Standard Class,JL-15505
CA-2016-106558,1/17/2016,1/21/2016,Standard Class,DL-13495
CA-2017-157931,9/17/2017,9/22/2017,Second Class,MO-17800
CA-2016-115574,12/23/2016,12/24/2016,First Class,BP-11185
CA-2015-160794,08-06-15,08-08-15,First Class,MS-17980
CA-2017-116225,11-05-17,11-09-17,Standard Class,SV-20935
US-2017-120418,06-11-17,06-12-17,First Class,BC-11125
CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825
CA-2015-117828,12/23/2015,12/26/2015,First Class,BD-11500
CA-2017-165491,3/20/2017,3/24/2017,Standard Class,HW-14935
CA-2015-109470,12/31/2015,01-03-16,Second Class,KC-16255
CA-2015-105102,9/15/2015,9/19/2015,Second Class,BM-11575
CA-2017-138422,9/23/2017,9/26/2017,First Class,KN-16705
US-2015-147739,12/25/2015,12/29/2015,Standard Class,JD-16150
CA-2016-155187,9/24/2016,9/26/2016,Second Class,LA-16780
CA-2017-169285,3/21/2017,3/25/2017,Standard Class,RW-19690
CA-2014-140886,9/30/2014,10-04-14,Standard Class,KW-16570
CA-2017-152695,12-10-17,12-10-17,Same Day,CC-12220
CA-2014-110639,8/23/2014,8/23/2014,Same Day,RH-19495
CA-2014-121727,8/19/2014,8/24/2014,Standard Class,JK-15625
CA-2016-137736,11-10-16,11/15/2016,Standard Class,DC-13285
US-2014-143231,12/31/2014,01-03-15,First Class,GM-14455
US-2014-155894,7/26/2014,7/30/2014,Second Class,CL-11890
CA-2016-119025,2/22/2016,2/28/2016,Standard Class,PV-18985
CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110
CA-2017-109701,12-02-17,12-03-17,Same Day,AM-10360
CA-2015-111514,8/31/2015,09-02-15,First Class,SC-20260
US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340
CA-2017-136497,4/16/2017,4/20/2017,Standard Class,RF-19840
US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060
CA-2014-102295,11/24/2014,11/26/2014,Second Class,EH-13990
CA-2017-123659,02-10-17,2/13/2017,First Class,MN-17935
US-2016-129469,9/23/2016,9/27/2016,Standard Class,KL-16555
CA-2017-155152,07-07-17,07-09-17,Second Class,MP-17965
CA-2016-159940,07-07-16,07-11-16,Second Class,BF-11020
CA-2017-119669,1/24/2017,1/30/2017,Standard Class,TP-21130
US-2014-164616,8/19/2014,8/21/2014,Second Class,MS-17770
CA-2015-148628,12-06-15,12-11-15,Standard Class,KM-16375
CA-2016-118052,05-06-16,05-10-16,Standard Class,BE-11455
US-2017-117534,3/25/2017,3/26/2017,First Class,CV-12295
CA-2015-145065,12-12-15,12/15/2015,First Class,DK-13375
US-2015-127040,12-06-15,12-10-15,Standard Class,SG-20605
CA-2016-128111,3/17/2016,3/23/2016,Standard Class,CS-12355
CA-2015-137897,11/14/2015,11/19/2015,Standard Class,PJ-18835
CA-2017-169264,8/14/2017,8/16/2017,Second Class,NP-18700
CA-2017-147361,09-09-17,9/15/2017,Standard Class,SB-20290
CA-2017-145877,04-01-17,04-04-17,Second Class,AS-10090
US-2016-110170,9/27/2016,10-03-16,Standard Class,HM-14860
CA-2017-108574,10-07-17,10-11-17,Standard Class,MG-18145
CA-2017-144589,1/20/2017,1/25/2017,Standard Class,TM-21010
CA-2017-155985,3/23/2017,3/25/2017,First Class,BE-11335
CA-2014-162684,08-01-14,08-06-14,Standard Class,AS-10630
CA-2015-142041,06-07-15,06-09-15,Second Class,EM-13810
CA-2014-151295,11-12-14,11/16/2014,Standard Class,JA-15970
CA-2016-156300,12/29/2016,01-02-17,Standard Class,TB-21595
CA-2015-146087,07-06-15,07-11-15,Standard Class,PP-18955
CA-2017-168655,10-12-17,10/18/2017,Standard Class,ML-18040
CA-2016-107202,5/21/2016,5/28/2016,Standard Class,LC-16930
CA-2017-159597,11-09-17,11/14/2017,Standard Class,MC-17590
CA-2016-155551,4/18/2016,4/23/2016,Standard Class,CR-12580
US-2017-147669,12/25/2017,12/30/2017,Standard Class,SV-20935
CA-2016-169922,06-11-16,6/17/2016,Standard Class,MZ-17515
CA-2017-100748,5/13/2017,5/20/2017,Standard Class,RB-19795
CA-2017-129805,12/28/2017,01-02-18,Standard Class,HM-14860
CA-2014-148586,3/25/2014,04-01-14,Standard Class,AZ-10750
US-2017-112613,5/28/2017,06-01-17,Standard Class,JH-15910
CA-2015-154746,11/14/2015,11/17/2015,First Class,PJ-18835
CA-2017-140053,07-03-17,07-10-17,Standard Class,CA-12265
CA-2014-164210,11/18/2014,11/20/2014,Second Class,PW-19240
CA-2017-139948,7/17/2017,7/22/2017,Standard Class,SW-20455
CA-2016-146934,5/22/2016,5/27/2016,Standard Class,AF-10870
CA-2015-100573,9/25/2015,10-01-15,Standard Class,AM-10705
CA-2016-119165,10/31/2016,11-06-16,Standard Class,BD-11320
CA-2015-128027,9/14/2015,9/17/2015,Second Class,CM-12385
CA-2016-140207,11-05-16,11-10-16,Standard Class,CS-12400
CA-2017-140949,3/17/2017,3/22/2017,Second Class,DB-13405
CA-2017-138548,8/15/2017,8/21/2017,Standard Class,JG-15160
CA-2015-142419,07-11-15,7/13/2015,Second Class,SC-20380
CA-2017-148691,12-03-17,12-09-17,Standard Class,CS-12460
CA-2017-128755,05-04-17,05-08-17,Standard Class,MK-18160
US-2016-135923,1/22/2016,1/28/2016,Standard Class,CM-11935
CA-2016-114972,11-03-16,11-06-16,First Class,PF-19225
CA-2017-102750,09-04-17,09-08-17,Second Class,GM-14695
CA-2014-145212,9/13/2014,9/19/2014,Standard Class,DC-12850
CA-2017-141992,6/19/2017,6/25/2017,Standard Class,FO-14305
CA-2017-147956,12/24/2017,12/31/2017,Standard Class,AH-10210
CA-2017-126067,8/28/2017,09-03-17,Standard Class,KN-16705
CA-2015-104514,01-02-15,01-04-15,Second Class,CB-12535
CA-2015-141040,10-09-15,10/13/2015,Second Class,TB-21250
CA-2014-113579,12/13/2014,12/15/2014,Second Class,KD-16345
CA-2014-144624,11/19/2014,11/23/2014,Standard Class,JM-15865
CA-2016-146206,09-10-16,9/14/2016,Second Class,KT-16480
CA-2014-136644,6/16/2014,6/22/2014,Standard Class,SC-20575
CA-2015-122371,9/26/2015,10-01-15,Standard Class,BS-11800
CA-2016-126935,5/19/2016,5/24/2016,Standard Class,BT-11395
US-2017-133781,6/22/2017,6/23/2017,First Class,DC-12850
CA-2017-131618,6/17/2017,6/20/2017,First Class,LS-17200
CA-2016-149482,11/14/2016,11/19/2016,Standard Class,RR-19315
CA-2014-143917,7/25/2014,7/27/2014,Second Class,KL-16645
CA-2015-120397,07-02-15,07-02-15,Same Day,RB-19435
CA-2017-163902,03-02-17,03-08-17,Standard Class,MY-17380
CA-2016-136812,11/18/2016,11/23/2016,Standard Class,AW-10930
CA-2015-102722,4/18/2015,4/19/2015,First Class,KW-16570
CA-2017-155089,12-02-17,12-06-17,Standard Class,DB-12910
CA-2016-124506,11-11-16,11/17/2016,Standard Class,BB-11545
CA-2014-106572,09-05-14,09-10-14,Standard Class,NP-18700
CA-2014-128888,11/15/2014,11/22/2014,Standard Class,PB-19105
CA-2017-123134,05-02-17,05-07-17,Standard Class,DW-13585
CA-2016-124352,10/15/2016,10/21/2016,Standard Class,CD-12790
CA-2015-124541,04-06-15,04-10-15,Standard Class,TT-21220
CA-2014-108707,10/24/2014,10/29/2014,Standard Class,DB-12910
CA-2014-111500,8/17/2014,8/21/2014,Standard Class,DJ-13510
US-2017-117723,8/15/2017,8/18/2017,Second Class,DL-13495
CA-2015-143238,09-06-15,09-08-15,First Class,LO-17170
CA-2015-168746,1/27/2015,1/29/2015,Second Class,SV-20365
CA-2015-113404,7/16/2015,7/16/2015,Same Day,EM-13810
CA-2016-144792,4/30/2016,05-04-16,Standard Class,KD-16615
CA-2014-164385,9/26/2014,10-01-14,Second Class,NB-18580
US-2016-114174,09-08-16,9/14/2016,Standard Class,AP-10720
CA-2017-108070,4/16/2017,4/20/2017,Standard Class,JE-15745
US-2015-128090,8/16/2015,8/22/2015,Standard Class,JM-15865
CA-2017-101042,11/19/2017,11/23/2017,Standard Class,AB-10105
CA-2016-155439,9/14/2016,9/18/2016,Standard Class,PN-18775
CA-2016-118626,8/15/2016,8/20/2016,Standard Class,JC-15775
CA-2015-111458,9/26/2015,9/30/2015,Standard Class,PF-19165
US-2016-126844,10-08-16,10/14/2016,Standard Class,BW-11110
US-2015-112508,3/24/2015,3/30/2015,Standard Class,BP-11185
CA-2015-147788,5/31/2015,06-04-15,Standard Class,TM-21010
CA-2015-144288,12/25/2015,12/31/2015,Standard Class,MB-17305
CA-2015-110632,3/17/2015,3/22/2015,Second Class,HR-14830
CA-2017-109589,12/21/2017,12/24/2017,First Class,BD-11635
CA-2017-123967,11-01-17,11-03-17,Second Class,SF-20200
CA-2017-148929,09-07-17,09-11-17,Standard Class,SP-20620
CA-2017-134404,12/27/2017,12/27/2017,Same Day,DR-12880
CA-2017-109778,7/16/2017,7/21/2017,Standard Class,VM-21685
CA-2016-155845,08-12-16,8/15/2016,Second Class,CM-12235
CA-2017-145128,07-09-17,7/14/2017,Standard Class,SM-20320
CA-2014-129091,11/22/2014,11/27/2014,Standard Class,RA-19885
US-2014-155502,1/26/2014,1/31/2014,Standard Class,SD-20485
CA-2015-121041,11-03-15,11-10-15,Standard Class,CS-12250
CA-2017-131695,6/30/2017,07-06-17,Standard Class,RA-19285
CA-2016-137729,05-05-16,05-09-16,Standard Class,BF-11005
US-2016-115455,09-08-16,9/14/2016,Standard Class,SE-20110
CA-2017-128300,11/24/2017,11/26/2017,Second Class,RS-19765
CA-2017-149048,5/13/2017,5/17/2017,Standard Class,BM-11650
CA-2017-108553,4/23/2017,4/29/2017,Standard Class,SK-19990
CA-2016-165848,06-04-16,06-04-16,Same Day,EN-13780
CA-2014-112718,12/16/2014,12/21/2014,Standard Class,KN-16450
CA-2016-154053,03-04-16,03-10-16,Standard Class,MG-17890
CA-2014-127446,11/25/2014,11/30/2014,Standard Class,MC-17590
CA-2016-137204,4/28/2016,05-05-16,Standard Class,BO-11350
CA-2014-147298,4/26/2014,05-03-14,Standard Class,AG-10300
CA-2017-147942,04-01-17,04-05-17,Standard Class,MS-17365
CA-2017-115931,12/22/2017,12/26/2017,Standard Class,JM-15655
CA-2014-164861,12-03-14,12-06-14,Second Class,MC-17635
CA-2017-127180,10/22/2017,10/24/2017,First Class,TA-21385
US-2017-165344,11/13/2017,11/15/2017,First Class,SB-20290
CA-2015-168186,09-10-15,9/15/2015,Standard Class,AB-10150
US-2017-110604,5/15/2017,5/20/2017,Standard Class,JF-15295
CA-2015-116750,07-05-15,07-10-15,Second Class,BF-10975
CA-2015-162369,8/15/2015,8/19/2015,Standard Class,TT-21265
CA-2017-108441,06-12-17,6/18/2017,Standard Class,SB-20170
CA-2015-169740,2/20/2015,2/25/2015,Standard Class,LM-17065
CA-2016-124051,12/29/2016,12/30/2016,First Class,KA-16525
CA-2016-149111,4/17/2016,4/21/2016,Second Class,BF-11170
CA-2014-131002,09-07-14,09-12-14,Second Class,TB-21400
US-2016-146794,9/26/2016,10-01-16,Standard Class,SH-19975
CA-2017-112515,9/17/2017,9/21/2017,Second Class,AS-10225
CA-2016-150343,8/16/2016,8/20/2016,Standard Class,PK-19075
CA-2015-135538,12/24/2015,12/28/2015,Standard Class,HR-14830
CA-2017-123372,11/28/2017,12-02-17,Standard Class,DG-13300
CA-2017-159604,4/14/2017,4/15/2017,First Class,CL-12700
CA-2016-164784,05-01-16,05-04-16,First Class,HF-14995
CA-2016-111794,10-01-16,10-01-16,Same Day,HG-15025
US-2015-139759,8/25/2015,8/30/2015,Standard Class,NL-18310
CA-2014-126403,09-09-14,09-12-14,Second Class,RR-19525
CA-2017-136875,12-03-17,12-03-17,Same Day,TC-21295
CA-2017-132185,11/27/2017,12-02-17,Standard Class,DB-13615
US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785
CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115
CA-2017-137085,6/29/2017,07-06-17,Standard Class,CT-11995
CA-2016-133123,09-06-16,09-11-16,Standard Class,KB-16315
US-2016-128195,08-04-16,08-05-16,First Class,RA-19285
CA-2015-153220,11-12-15,11/14/2015,First Class,YC-21895
CA-2014-123064,6/30/2014,07-02-14,First Class,RA-19915
CA-2017-156412,12-04-17,12-08-17,Standard Class,CM-12160
US-2016-144211,8/28/2016,09-02-16,Standard Class,CS-12130
CA-2016-138079,1/22/2016,1/28/2016,Standard Class,AJ-10795
CA-2014-143182,10/15/2014,10/20/2014,Standard Class,DL-12865
CA-2016-161662,02-07-16,02-09-16,First Class,BE-11410
CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320
CA-2014-143413,5/24/2014,5/30/2014,Standard Class,RP-19390
CA-2017-156818,07-11-17,7/13/2017,Second Class,JD-16015
CA-2017-155873,6/16/2017,6/21/2017,Standard Class,AB-10255
CA-2015-121797,1/30/2015,02-06-15,Standard Class,CC-12145
US-2015-120572,12-11-15,12/15/2015,Standard Class,GH-14425
CA-2017-132430,10-09-17,10-11-17,First Class,CP-12085
CA-2017-146031,7/29/2017,08-01-17,Second Class,GM-14440
CA-2014-110100,4/25/2014,4/29/2014,Standard Class,LC-16885
CA-2015-103723,12-01-15,12-06-15,Standard Class,BT-11305
CA-2014-127187,12-04-14,12-08-14,Standard Class,CP-12085
CA-2017-128475,8/26/2017,09-01-17,Standard Class,SC-20680
CA-2014-100006,09-07-14,9/13/2014,Standard Class,DK-13375
CA-2017-144827,12/21/2017,12/27/2017,Standard Class,SE-20110
CA-2014-110030,12-06-14,12-08-14,Second Class,LF-17185
CA-2014-121286,11-04-14,11-08-14,Second Class,ON-18715
CA-2016-164735,4/14/2016,4/19/2016,Second Class,TB-21400
CA-2014-153479,10-04-14,10-08-14,Standard Class,DF-13135
CA-2017-149888,11-07-17,11/13/2017,Standard Class,EP-13915
CA-2017-119193,12/22/2017,12/24/2017,First Class,SK-19990
CA-2017-104801,2/13/2017,2/19/2017,Standard Class,FH-14350
CA-2014-107594,07-02-14,07-06-14,Standard Class,EH-13945
CA-2015-129770,2/21/2015,2/23/2015,Second Class,JE-15715
CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645
CA-2017-122707,4/16/2017,4/18/2017,First Class,EB-13750
CA-2016-165015,2/25/2016,2/27/2016,Second Class,BD-11725
CA-2014-149244,11-04-14,11-08-14,Standard Class,MS-17530
CA-2015-140144,6/20/2015,6/25/2015,Second Class,SC-20770
CA-2017-163321,08-07-17,08-11-17,Second Class,FM-14380
CA-2014-155887,05-12-14,5/17/2014,Standard Class,KT-16480
US-2015-165449,11/22/2015,11/26/2015,Standard Class,AP-10720
CA-2015-110247,12-04-15,12-08-15,Standard Class,RH-19555
US-2014-141257,06-08-14,6/14/2014,Standard Class,CS-11950
CA-2014-154669,08-08-14,08-11-14,Second Class,TM-21010
CA-2014-158029,5/26/2014,5/30/2014,Standard Class,HF-14995
CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515
CA-2016-127775,06-11-16,6/13/2016,Second Class,ES-14020
CA-2016-146171,03-11-16,3/15/2016,Standard Class,JP-16135
CA-2014-129574,5/26/2014,5/29/2014,First Class,Dp-13240
CA-2017-126536,10-12-17,10/14/2017,First Class,NK-18490
CA-2017-165757,6/22/2017,6/28/2017,Standard Class,PL-18925
CA-2017-167752,1/15/2017,1/18/2017,First Class,RW-19690
US-2015-122140,04-02-15,04-07-15,Standard Class,MO-17950
CA-2016-163986,09-03-16,09-10-16,Standard Class,JJ-15445
CA-2017-158967,12-10-17,12-12-17,First Class,BT-11680
CA-2016-131576,11/22/2016,11/26/2016,Standard Class,RD-19585
CA-2017-143455,11-11-17,11/18/2017,Standard Class,ML-17755
CA-2016-144729,10/21/2016,10/25/2016,Standard Class,JE-15745
CA-2015-127019,12/21/2015,12/25/2015,Standard Class,ER-13855
CA-2015-138534,7/17/2015,7/19/2015,Second Class,JM-15535
CA-2017-108322,4/30/2017,05-05-17,Standard Class,SS-20140
CA-2017-167668,05-06-17,05-08-17,First Class,TC-21295
CA-2017-146724,11/20/2017,11/27/2017,Standard Class,HG-15025
CA-2016-139878,11-11-16,11/16/2016,Standard Class,LD-17005
US-2016-106677,11-05-16,11-10-16,Standard Class,AS-10285
CA-2016-116974,10-09-16,10/15/2016,Standard Class,MP-17965
CA-2015-149972,9/21/2015,9/23/2015,First Class,CD-12790
US-2014-117744,12-02-14,12-06-14,Standard Class,MD-17860
CA-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650
CA-2014-154599,04-12-14,4/17/2014,Standard Class,KN-16450
CA-2017-158743,10/20/2017,10/27/2017,Standard Class,IG-15085
CA-2016-153318,10/25/2016,10/28/2016,First Class,JS-15595
US-2015-110163,11-01-15,11-04-15,First Class,GA-14725
CA-2017-143329,11-03-17,11-08-17,Standard Class,DL-13330
CA-2015-159380,05-12-15,5/16/2015,Standard Class,CS-12505
CA-2015-122623,09-07-15,09-11-15,Standard Class,CC-12145
CA-2015-148635,7/25/2015,7/27/2015,Second Class,MH-18025
CA-2015-135685,11/16/2015,11/18/2015,Second Class,MP-18175
CA-2015-104626,09-01-15,09-08-15,Standard Class,DR-12940
CA-2016-160500,05-05-16,05-08-16,First Class,DM-13015
CA-2017-100202,12/31/2016,01-05-17,Standard Class,BD-11620
CA-2017-131016,9/18/2017,9/20/2017,First Class,DC-12850
US-2014-112914,9/25/2014,9/30/2014,Standard Class,MT-18070
CA-2016-124149,4/23/2016,4/26/2016,First Class,MJ-17740
CA-2014-148915,11-01-14,11-05-14,Standard Class,ND-18370
CA-2017-134649,1/26/2017,1/31/2017,Second Class,CA-11965
CA-2017-110842,11-11-17,11/16/2017,Standard Class,GA-14725
CA-2016-147368,06-09-16,06-12-16,First Class,TC-21295
US-2015-104185,09-03-15,09-08-15,Second Class,JB-15400
US-2014-125521,3/14/2014,3/19/2014,Standard Class,CK-12325
US-2017-135062,8/31/2017,09-04-17,Second Class,RL-19615
CA-2017-135650,3/23/2017,3/27/2017,Standard Class,AC-10660
CA-2017-112865,5/18/2017,5/22/2017,Standard Class,BH-11710
US-2016-162852,12/27/2016,12/31/2016,Standard Class,BG-11695
CA-2017-138163,11/17/2017,11/20/2017,First Class,XP-21865
CA-2017-152093,09-10-17,9/15/2017,Standard Class,SN-20560
CA-2017-157854,04-08-17,4/15/2017,Standard Class,DM-13345
CA-2016-123617,11/28/2016,12-03-16,Standard Class,AJ-10780
US-2016-128293,06-02-16,06-05-16,First Class,KC-16255
CA-2017-107342,12/17/2017,12/22/2017,Standard Class,VF-21715
CA-2016-136371,3/19/2016,3/21/2016,Second Class,SV-20935
CA-2017-137344,8/20/2017,8/20/2017,Same Day,EM-13810
CA-2017-169810,7/25/2017,7/31/2017,Standard Class,RB-19360
CA-2016-128594,8/26/2016,8/29/2016,First Class,DJ-13510
CA-2016-154690,8/15/2016,8/17/2016,Second Class,CC-12370
CA-2017-138975,5/19/2017,5/23/2017,Standard Class,SC-20380
CA-2017-106537,08-12-17,8/17/2017,Standard Class,RH-19495
US-2017-103828,8/13/2017,8/13/2017,Same Day,JK-15370
CA-2016-115588,11-10-16,11-12-16,Second Class,AF-10885
CA-2017-143861,06-12-17,6/19/2017,Standard Class,LC-16885
CA-2014-148040,3/22/2014,3/26/2014,Standard Class,BF-11275
CA-2017-135167,6/15/2017,6/20/2017,Standard Class,SC-20800
CA-2017-137022,11/16/2017,11/22/2017,Standard Class,SW-20275
US-2017-102638,12/29/2017,12/31/2017,First Class,MC-17845
US-2016-167339,1/21/2016,1/23/2016,Second Class,TD-20995
CA-2016-152072,1/15/2016,1/19/2016,Standard Class,Dp-13240
CA-2016-102932,9/19/2016,9/23/2016,Second Class,SD-20485
CA-2014-165540,2/21/2014,2/25/2014,Standard Class,TM-21010
CA-2016-130799,11-11-16,11/16/2016,Second Class,BK-11260
CA-2016-164483,1/30/2016,02-03-16,Standard Class,JF-15490
US-2016-159856,10/18/2016,10/22/2016,Standard Class,EP-13915
CA-2017-102099,12/18/2017,12/19/2017,First Class,EP-13915
CA-2017-164049,11-02-17,11-06-17,Standard Class,KH-16630
CA-2014-142727,4/29/2014,05-01-14,Second Class,HG-14845
CA-2017-139913,10/23/2017,10/29/2017,Standard Class,JC-16105
CA-2014-169033,3/30/2014,04-03-14,Standard Class,KM-16720
US-2016-164630,01-04-16,01-09-16,Standard Class,EB-13975
US-2015-114839,4/26/2015,4/30/2015,Standard Class,PW-19240
CA-2015-166464,09-12-15,9/17/2015,Standard Class,PG-18895
CA-2017-124898,09-11-17,9/15/2017,Standard Class,DB-12910
CA-2016-164035,06-12-16,6/17/2016,Standard Class,CR-12730
CA-2016-153577,6/27/2016,07-01-16,Standard Class,KH-16330
CA-2014-127586,9/26/2014,9/30/2014,Standard Class,CS-12400
CA-2017-121615,11-03-17,11-09-17,Standard Class,DL-12925
CA-2017-166415,2/19/2017,2/23/2017,Standard Class,ME-17725
CA-2015-118444,11-05-15,11-09-15,Standard Class,VD-21670
CA-2014-113929,6/16/2014,6/21/2014,Standard Class,CK-12205
CA-2015-134747,10-12-15,10/17/2015,Second Class,DL-12925
CA-2017-155047,8/27/2017,8/30/2017,First Class,SE-20110
CA-2016-160129,11/23/2016,11/23/2016,Same Day,LS-17200
CA-2017-164329,1/30/2017,1/30/2017,Same Day,MM-17920
US-2015-141453,11/30/2015,12-03-15,Second Class,DB-13270
CA-2014-156993,6/28/2014,07-04-14,Standard Class,RW-19630
CA-2014-157721,09-02-14,09-05-14,First Class,JM-16195
CA-2017-128629,07-10-17,7/14/2017,Second Class,BP-11155
CA-2017-158106,06-04-17,06-10-17,Standard Class,CT-11995
US-2017-120390,10/19/2017,10/26/2017,Standard Class,TH-21550
CA-2017-143434,11/18/2017,11/24/2017,Standard Class,ME-17320
CA-2015-168564,08-08-15,08-08-15,Same Day,TT-21220
US-2016-169040,12-06-16,12-12-16,Standard Class,GT-14710
CA-2017-155880,3/25/2017,3/31/2017,Standard Class,JD-16150
CA-2017-126242,11/19/2017,11/24/2017,Standard Class,MC-18100
CA-2016-166443,11-04-16,11-05-16,First Class,LH-17020
CA-2017-169859,12/14/2017,12/18/2017,Standard Class,MP-18175
CA-2017-134915,11-12-17,11-12-17,Same Day,EM-14140
CA-2016-153353,8/18/2016,8/24/2016,Standard Class,GG-14650
CA-2017-123638,6/27/2017,07-04-17,Standard Class,MA-17995
CA-2017-168900,05-04-17,05-09-17,Standard Class,SH-20395
CA-2015-158456,12/24/2015,12/29/2015,Standard Class,KT-16465
CA-2017-143665,4/26/2017,05-01-17,Standard Class,PO-19180
CA-2017-137428,12/16/2017,12/21/2017,Second Class,AY-10555
CA-2014-162866,12/27/2014,12/31/2014,Standard Class,Co-12640
CA-2017-167941,11-06-17,11-09-17,Second Class,JF-15565
CA-2017-111808,12/16/2017,12/20/2017,Standard Class,AR-10510
CA-2015-137512,05-07-15,05-12-15,Standard Class,AG-10675
CA-2017-139773,12-04-17,12-04-17,Same Day,DV-13045
CA-2017-134607,10-03-17,10-08-17,Second Class,HL-15040
CA-2014-109232,1/13/2014,1/16/2014,Second Class,ND-18370
CA-2015-139850,06-12-15,6/17/2015,Standard Class,GB-14575
CA-2014-131310,07-12-14,7/18/2014,Standard Class,CL-12565
US-2014-112872,12-06-14,12-11-14,Second Class,RC-19960
CA-2016-139269,5/25/2016,5/30/2016,Standard Class,JB-16045
CA-2016-139010,2/21/2016,2/26/2016,Second Class,MC-17635
CA-2016-134376,10-02-16,10-06-16,Standard Class,TT-21265
CA-2017-147291,03-11-17,3/17/2017,Standard Class,MJ-17740
CA-2016-112893,09-09-16,9/13/2016,Second Class,AT-10735
US-2014-150532,7/14/2014,7/21/2014,Standard Class,PB-19150
CA-2014-138317,6/21/2014,6/25/2014,Standard Class,NW-18400
CA-2015-130610,07-05-15,07-10-15,Standard Class,VP-21730
CA-2017-104381,12/16/2017,12/23/2017,Standard Class,RD-19810
CA-2016-131499,09-08-16,09-10-16,First Class,MG-17875
CA-2014-148761,5/17/2014,5/21/2014,Standard Class,PA-19060
CA-2017-116519,10/13/2017,10/15/2017,First Class,CR-12730
CA-2014-130729,10/24/2014,10/29/2014,Standard Class,AA-10375
CA-2016-124772,12-05-16,12-06-16,First Class,JG-15160
CA-2016-115525,7/25/2016,7/29/2016,Standard Class,RR-19525
CA-2017-134845,4/17/2017,4/23/2017,Standard Class,SR-20425
US-2015-138919,9/17/2015,9/21/2015,Standard Class,LS-16975
US-2016-160528,8/23/2016,8/30/2016,Standard Class,MH-18115
CA-2015-123568,11-08-15,11/14/2015,Standard Class,SC-20095
CA-2017-124674,11/17/2017,11/23/2017,Standard Class,JB-16000
CA-2015-164441,11-08-15,11/13/2015,Standard Class,AC-10450
CA-2017-169054,4/22/2017,4/26/2017,Standard Class,MO-17800
CA-2014-106719,8/24/2014,8/24/2014,Same Day,RB-19645
CA-2017-116855,12/17/2017,12/21/2017,Standard Class,AI-10855
US-2016-164189,3/24/2016,3/28/2016,Standard Class,DR-12880
CA-2015-168480,9/21/2015,9/27/2015,Standard Class,DM-12955
US-2016-114293,11/21/2016,11/26/2016,Standard Class,JH-16180
CA-2017-134173,9/16/2017,9/21/2017,Standard Class,AB-10060
US-2015-123960,06-11-15,6/16/2015,Standard Class,BD-11605
CA-2017-101749,10-03-17,10-08-17,Standard Class,AS-10045
US-2016-147991,05-05-16,05-09-16,Standard Class,ZD-21925
CA-2017-149559,09-11-17,09-12-17,Same Day,KF-16285
CA-2015-135174,4/30/2015,05-02-15,Second Class,BP-11230
CA-2017-125290,11-06-17,11-10-17,Second Class,CC-12430
CA-2014-137351,9/30/2014,10-04-14,Standard Class,DB-13615
CA-2017-121419,04-02-17,04-04-17,First Class,TC-21475
US-2017-148054,10-06-17,10-11-17,Standard Class,NZ-18565
CA-2016-128517,04-09-16,4/14/2016,Second Class,SW-20350
US-2015-100377,8/28/2015,09-01-15,Standard Class,TS-21370
CA-2017-131492,10/19/2017,10/24/2017,Second Class,HH-15010
CA-2016-144554,11-07-16,11-12-16,Standard Class,DM-13345
CA-2017-127621,03-03-17,03-07-17,Standard Class,RE-19450
CA-2015-145184,11/27/2015,11/29/2015,First Class,JD-16150
CA-2017-106859,3/13/2017,3/18/2017,Second Class,BF-11215
US-2017-120089,11/30/2017,11/30/2017,Same Day,ML-17755
CA-2014-119375,11/17/2014,11/22/2014,Standard Class,YC-21895
CA-2016-125206,01-03-16,01-05-16,First Class,LR-16915
CA-2015-126137,10-03-15,10-08-15,Standard Class,BS-11755
CA-2014-143903,7/20/2014,7/24/2014,Standard Class,KM-16375
CA-2014-104780,5/21/2014,5/25/2014,Standard Class,BT-11530
CA-2017-101182,09-04-17,09-05-17,First Class,KB-16405
US-2017-132297,5/27/2017,06-02-17,Standard Class,DW-13480
CA-2014-100328,1/28/2014,02-03-14,Standard Class,JC-15340
CA-2017-118773,02-09-17,2/14/2017,Standard Class,TP-21415
